address,bookmarks,dislikes,food_type,likes,name,number_of_reviews,price_range
"B6A, 1/F, Shatin Galleria, 18-25 Shan Mei Street,",15,1,Hong Kong Style,5,(Moved),(11 Reviews),Below $50
"3/F, Jubilee Court Shopping Arcade, 2-18 Lok King Street,",4,1,Hong Kong Style,2,Sam Mei Kitchen 心美小廚 ,(3 Reviews),$51-100
"Shop A4-A5, G/F, On Wah Industrial Building, 41-43 Au Pui Wan Street,",1,0,Hong Kong Style,7,(Moved),(8 Reviews),Below $50
"Shop 15, G/F, Treasure Garden, 1 On Chee Road,",318,3,Japanese,13,Musashino 武蔵野,(25 Reviews),$101-200
"Shop 12, Podium of Tai Yuen Market,",165,2,Taiwan,5,100米台式餐廳,(28 Reviews),Below $50
"Shop 59, Kwong Fuk Market, Kwong Fuk Commercial Centre, 28 Plover Cove Road,",1243,0,Guangdong,7,九米香,(9 Reviews),Below $50
"Shop 3, G/F, Shui On Building, 23 Pak Shing Street,",2126,2,Chiu Chow,5,Friendly Tasty 友口馥,(13 Reviews),Below $50
"Shop 12, Tai Po Market MTR Station,",79,3,Japanese,9,Uo-Show 魚尚,(18 Reviews),Below $50
"Shop 18-19, G/F, Eightland Gardens, 2 On Chee Road,",92,0,Japanese,6,Itacho Sushi 板長壽司,(9 Reviews),$101-200
"Shop A, G/F, 17 Ting Kok Road,",224,0,Guangdong,5,發記腸粉粥品,(14 Reviews),$51-100
"Shop 35-36, G/F, Tai Wo Centre, 24 Tai Wo Road,",238,0,Chiu Chow,4,New Deers Restaurant 新鹿鳴居,(8 Reviews),$51-100
"SHOP CFS39 , 2/F, Tai Po Market Complex, 8 Heung Sze Wui Street,",323,7,Thai,31,Golden Thai Delicious 金泰泰式美食,(51 Reviews),Below $50
"Shop 2, G/F, The Golden Gate Shopping Mall, 1 Plover Cove Road,",499,4,Hong Kong Style,5,萬芳冰室,(21 Reviews),Below $50
"Shop 14, G/F, Block A, Beautiful Garden, 11 Chui Lok Street,",404,0,German,8,Lecker's Kitchen 德國廚房,(13 Reviews),$101-200
"Shop C, G/F, 19 Kwong Fuk Lane,",431,4,Chiu Chow,32,Man Wah Fish Ball Noodle 民華魚蛋粉麵,(57 Reviews),Below $50
"2/F., Plover Cove Garden Commerical Complex, 3 Plover Cove Road,",221,1,Guangdong,9,Choi Fook Luxury Banquet 彩福國宴,(12 Reviews),$101-200
"Shop nos. 130-133 & 133A, Level 1, Zone B, Tai Po Mega Mall,",111,2,Japanese,13,Yoshinoya 吉野家,(28 Reviews),$51-100
"Shop TAP 16, Tai Po Market MTR Station,",35,1,Hong Kong Style,8,Snack Express 小食快綫,(11 Reviews),Below $50
"Podium, Level 3,  L'hotel Island South, 55 Wong Chuk Hang Road,",9133,19,International,125,LIS Café,(201 Reviews),$201-400
"Shop G01, One Island South, 2 Heung Yip Road,",4563,9,Italian,34,sensory ZERO 感味宮匠,(71 Reviews),$51-100
"G/F., 142 Aberdeen Main Road,",2182,1,Japanese,39,Sushi Masa 鮨政,(44 Reviews),$101-200
"G/F, Kam Heung Building, 128 Aberdeen Main Road,",234,1,Guangdong,28,譚家菜,(30 Reviews),$51-100
"Shop 5, G/F, 108 Old Main Street,,",1131,12,Thai,69,Myanmar Thai Palace 緬泰皇宮,(105 Reviews),$51-100
"Shop B, 3/F, Port Centre, 38 Chengtu Road,",220,0,Japanese,15,Nabe One 牛一,(18 Reviews),$101-200
"Shop 45, 1/F, ac4, Nam Ning Street,",306,2,Japanese,11,Gyu-Kaku 牛角日本燒肉專門店,(20 Reviews),$201-400
"Aberdeen Main Road,",237,4,Hong Kong Style,33,Nam Kee Spring Roll Noodle Co. Ltd 南記粉麵,(46 Reviews),Below $50
舊大街58-62號C舖,692,5,Shanghai,29,上海天龍樓,(48 Reviews),$51-100
"Shop 7, G/F, Siu Kwan Mansion, 120 Old Main Street Aberdeen,",455,2,Hong Kong Style,12,快樂茶檔,(16 Reviews),Below $50
"Shop A ,G/F, Tat Wo Building, 108-112 Aberdeen Main Road,",198,0,Japanese,9,禾彩日本料理,(11 Reviews),$51-100
"G/F, 16 Wu Pak Street,",106,0,Hong Kong Style,7,Yu Mai 魚米,(19 Reviews),Below $50
"Shop 6A-6B, G/F, ac4, Nam Ning Street,",56,3,American,16,McDonald's 麥當勞,(47 Reviews),Below $50
"Shops 9, 11 & 13, G/F, ac3, Nam Ning Street,",118,1,Japanese,19,Genki Sushi 元気寿司,(36 Reviews),$101-200
"Shop E, 1/F, ac5, Nam Ning Street,",196,6,Taiwan,10,TeaWood Taiwanese Cafe & Restaurant 茶木.台式休閒餐廳,(33 Reviews),$51-100
"Shop 17, 8/F, Fortune Metropolis, 6-10 Metropolis Drive,",70,0,Food Court,2,Go Happy Veggie 同樂素食,(4 Reviews),Below $50
"Shop FC02, G/F, TBG Mall, 3 Ngau Tau Kok Road,",238,6,Food Court,9,八座小食,(25 Reviews),Below $50
"Food Opera, 3/F, Moko, 193 Prince Edward Road West,",159,2,Food Court,6,旺記冰室,(12 Reviews),Below $50
"Shop 16. 8/F., Food Court, Dragon Centre, 37 Yen Chow Street,",23,0,Food Court,2,福之味,(6 Reviews),Below $50
"cookedDeli by city'super, G/F., PopCorn 2, 9 Tong Yin Street,",102,1,Food Court,1,Lee Fa Yuen Express 梨花園,(10 Reviews),$51-100
"Shop 39, Food Court, 8/F, Dragon Centre, 37 Yen Chow Street,",25,0,Food Court,2,BBQ,(3 Reviews),Below $50
"Deli Square, Aeon Style, G/F & B/F, Site 5 & 6, Wonderful Worlds of Whampoa,",221,3,Food Court,3,Sodaya 宗田屋,(14 Reviews),$51-100
"Food Republic, 3/F, Domain, 38 Ko Chiu Road,",85,5,Food Court,8,小南洋,(22 Reviews),$51-100
"Unit 6C-D, G/F, Block A, Hoi Luen Industrial Center, 55 Hoi Yuen Road,",93,0,Food Court,2,KANTEEN,(2 Reviews),$51-100
"Shop 16-01, G/F, AEON, Kornhill Plaza South, 1-2 Kornhill Road,",35,0,Food Court,1,LSH Kitchen 老上海小廚,(6 Reviews),Below $50
"cookedDeli by city'super, B1/F, Times Square, 1 Matheson Street,",21,5,Food Court,3,Nan Jing Lu 南京路,(1 Reviews),Below $50
"1/F, Olympian City 2, 18 Hoi Ting Road,",86,0,Food Court,1,Food Republic 大食代,(15 Reviews),$51-100
"Shop G50-J, G/F, PopCorn, 9 Tong Yin Street,",53,0,Food Court,2,Pepper Lunch Express,(3 Reviews),$51-100
"Stall no. 3, Food Republic, 3/F., Domain, 38 Ko Chiu Road,",23,1,Food Court,4,Pepper Lunch Express,(2 Reviews),$51-100
新發街,17,1,Hong Kong Style,0,San Fat Restaurant 新發餐廳,(4 Reviews),Below $50
"G/F, 14 San Shing Avenue,",15,3,Hong Kong Style,3,Hop Shing Cafe 合成茶餐廳,(12 Reviews),Below $50
"Shop L, 1/F, Kwu Tung Market,",11,0,Hong Kong Style,1,雄牛餐廳,(2 Reviews),Below $50
"Shop 5, G/F, Cheung Lung Wai Estate,",12,0,Vietnamese,1,越來越愛,(1 Reviews),$51-100
"Shop L3, 1/F, Kwu Tung Market, Kwu Tung Road,",9,0,Hong Kong Style,1,得記茶樓,(2 Reviews),Below $50
"G/F, 1E San Kin St ,,",11,0,Hong Kong Style,3,Lok Yuen 樂園美食,(2 Reviews),Below $50
"Shop 17, 2/F, Shek Wu Hui Municipal Services Building,",8,0,Hong Kong Style,1,紅記,(4 Reviews),Below $50
"Shop 113, G/F, Choi Chu House, Choi Yuen Estate,",14,0,Hong Kong Style,2,新都麵包,(1 Reviews),Below $50
古洞道古洞街市1樓L5室,6,0,Hong Kong Style,1,翠湖茶樓飯店,(1 Reviews),Below $50
"Shop16,3/F,Choi Yuen Shopping Centre,",5,1,Guangdong,1,Hoi Tin Tong 海天堂,(2 Reviews),Below $50
"Shop 12, Ching Ho Shopping Centre, Ching Ho Estate,",8,1,Hong Kong Style,4,Appolo 阿波羅,(1 Reviews),Below $50
"G/F, 13 Fu Hing St,",5,2,Guangdong,2,Hoi Tin Tong 海天堂,(2 Reviews),Below $50
"Shop 40, 1/F, Lung Fung Garden Block, 33 Lung Sum Ave,",8,1,Hong Kong Style,0,Tang's Roast 唐順興燒味,(8 Reviews),Below $50
"Shop 14, Ching Ho Shopping Centre, Ching Ho Estate,",36,3,Hong Kong Style,4,Fu Yuen Favourite Congee & Noodle Restaurant 富園粥麵特色餐廳,(19 Reviews),Below $50
"G/F., 72 Lung Sum Ave.,",10,1,Hong Kong Style,0,Wing Wah Cake Shop 榮華餅家,(1 Reviews),Below $50
"Shop 2033-2034, 2/F, Sheung Shui Centre, 3 Chi Cheong Road,",17,1,Japanese,0,MOS Burger,(4 Reviews),Below $50
"Shop 3A, G/F ,Sunningdale Garden,  8 Chi Cheong Road,",50,1,Hong Kong Style,0,Sing Wan Catering Ltd.  小廚知味,(3 Reviews),Below $50
"G/F, 148C Jockey Club Rd,",25,6,Hong Kong Style,1,Dun San 特適茶餐廳,(10 Reviews),Below $50
"Shop 405-406, Level 4, Landmark North,  39 Lung Sum Avenue, Shek Wu Hui,",40,2,Hong Kong Style,6,Fairwood 大快活,(9 Reviews),Below $50
"G/F, 28-30 San Kan Street,",15,2,Hong Kong Style,0,勝記粥麵美食,(4 Reviews),Below $50
"G/F, 44 San Fat St,",53,15,Hong Kong Style,7,Chui Ming Yung Restaurant 潮明園粉麵餐廳小廚,(32 Reviews),Below $50
"Shop 1, 2/F, Shek Wu Hui Municipal Services Building,",7,2,Hong Kong Style,0,超記,(3 Reviews),Below $50
"G/F, Kensington House, 106-110 San Fung Avenue,",17,3,American,1,McDonald's 麥當勞,(8 Reviews),Below $50
"Shop G65, Tai Po Plaza, No.1 On Tai Road,",626,11,Indian,51,Curry King 咖喱至尊,(84 Reviews),$51-100
"CFS28, 2/F, Tai Po Market Complex, 8 Heung Sze Wui Street,",89,1,Guangdong,11,張煥記,(16 Reviews),Below $50
"Shop 10, G/F, Beautiful Garden, 11 Chui Lok Street,",42,0,Hong Kong Style,10,Dragon Café Bar 芝加哥,(11 Reviews),$51-100
"Shop 610-611, 1/F, Tai Po Mega Mall Zone D, 9 On Pong Road,",23,0,Hong Kong Style,11,Saint Honore Cake Shop 聖安娜餅屋,(13 Reviews),Below $50
"G/F, Shop 6, Tai Po Plaza, 1 On Tai Road,",109,1,Hong Kong Style,5,Tsui Wah Restaurant 翠華餐廳,(13 Reviews),$51-100
"Shop 5D, 2/F, Tai Po Plaza, 1 On Tai Road,",127,9,Japanese,20,Sushi Express 爭鮮迴轉壽司,(43 Reviews),$51-100
"Shop C1, G/F, 93 Wan Tau Street,",183,2,Hong Kong Style,20,Dessertalicious 飯後甜品,(33 Reviews),Below $50
"Shop 8-9, Podium, Tai Yuen Market, Tai Yuen Estate, 10 Ting Kok Road,",61,2,Hong Kong Style,4,明新鐵板咖哩皇,(19 Reviews),$51-100
"Shop 9A, 1/F, Uptown Plaza, 9 Nam Wan Road,",135,6,Vietnamese,12,Viet's Choice 越棧越式湯粉專門店,(36 Reviews),$51-100
"G/F, 36B Tai Mei Tuk Village,Ting Kok Road,",491,4,Guangdong,20,Chung Shing Poon Choi 忠誠盆菜館,(35 Reviews),$101-200
"Shop L1003 Zone A Tai Po Mega Mall, 9 On Pong Road,",40,2,Japanese,8,Sushi Take Out 爭鮮外帶壽司,(12 Reviews),Below $50
"202 Ting Kok Road, Tai Mei Tuk,",313,1,Hong Kong Style,3,大尾督燒烤皇,(6 Reviews),$101-200
"9A G/F Pak She Praya Road, Cheung Chau,",460,8,Guangdong,20,New Baccarat Seafood Restaurant 新金湖海鮮酒家,(42 Reviews),$101-200
"Shop 6 Jade Plaza Shopping Ctr,",77,1,Hong Kong Style,11,Hok Lee 學利,(17 Reviews),Below $50
"Shop F, G/F, Reve Plaza, 5 Chui Wo Lane,",430,0,Guangdong,1,豐生水起,(4 Reviews),$101-200
"G/F 12 Nam Shing Street,",178,1,Shanghai,9,三寶勝上海美食,(16 Reviews),Below $50
"G/F, 65 San Hing Street,",810,5,Hong Kong Style,18,RedPoint 紅點,(33 Reviews),Below $50
"1A G/F Pak She 2nd Lane,",410,0,Taiwan,9,Stayplus Bakery 適泊魚燒,(14 Reviews),Below $50
"G/F, 63 San Hing Praya Street,",771,3,Western,16,Rainbow Cafe,(30 Reviews),Below $50
"2 Praya Street,",539,3,Hong Kong Style,27,根記粥麵店,(36 Reviews),Below $50
"G/F, 25 Tsan Tuen Road,",696,0,International,7,Heima Heima,(8 Reviews),$51-100
"83A Praya Street,",350,39,Hong Kong Style,31,Cheung Chau Cheung Kee 長洲張記,(135 Reviews),Below $50
海傍道91號B地下,348,3,Hong Kong Style,26,康蘭餅店,(47 Reviews),Below $50
"G/F, 11C Pak She Praya Road,",1261,8,Guangdong,37,So Bor Kee 蘇波記,(63 Reviews),Below $50
"G/F, 4 Sun Hing Street,",532,0,Western,6,Valor Cheung Chau 啡寮,(9 Reviews),Below $50
"G/F, 19A Pak She Praya Road,",513,7,Hong Kong Style,13,Cheung Chau Ping Kee 長洲平記,(38 Reviews),Below $50
"G/F, 150 San Hing Back Street,",242,3,Hong Kong Style,16,Welcome Food Court 時來食坊,(37 Reviews),Below $50
"G/F, 19 Tai Hing Tai Road,",404,0,Italian,6,Fresh Basil Pizzeria 彼得意大利薄餅,(7 Reviews),Below $50
"Shop 83-85, 1/F, Uptown Plaza, 9 Nam Wan Road,",59,2,American,11,McDonald's 麥當勞,(21 Reviews),Below $50
"G/F, 85 Tung Wan Road,",302,1,German,6,Eggenberg Island Café & Bar 艾堡餐廳,(12 Reviews),$101-200
"13B Pak She Praya Rd,,",152,31,Hong Kong Style,18,Hung Lok Seafood Restaurant 恒樂海鮮菜館,(79 Reviews),$101-200
"Shop 28, G/F, Wing Fai Garden, 29-35 Ting Kok Road,",118,2,Chiu Chow,4,大鹿鳴居,(12 Reviews),Below $50
"Shop 001-003, 1/F, Uptown Plaza, 9 Nam Wan Road,",414,5,Chiu Chow,17,Chiuchow Garden Restaurant 潮江春,(41 Reviews),$101-200
"Shop 14, G/F, Treasure Garden,1 On Chee Road,",145,0,Shanghai,5,Kam Chun 金雋江南菜館,(8 Reviews),$51-100
"Shop 537-538, 1/F, Zone C, Tai Po Mega Mall, 9 On Pong Road,",77,0,Japanese,5,MOS Burger,(11 Reviews),Below $50
"Shop 13-14, Tai Po Market MTR Station,",43,0,Western,10,Arome Bakery Room 東海堂,(19 Reviews),Below $50
"156 Kwong Fuk Road,",279,1,Hong Kong Style,5,興運甜品美食,(6 Reviews),Below $50
"Shop 11A, G/F, Block C, Greenery Plaza, 3 Chui Yi Street,",324,0,Western,7,Happy Hour Restaurant,(10 Reviews),$101-200
"Shop 58, G/F, Tai Po Plaza, 1 On Tai Road,",156,0,Yunnan,4,雲桂香米線專門店,(8 Reviews),Below $50
"Shop A, G/F, Wing Ming Garden, 8 Kau Hui Chik Street,",369,1,Korean,7,Su Won Korean Restaurant 水源韓國料理,(8 Reviews),$51-100
"Shop 25D2,  Jade Plaza Shopping Arcade, 3 On Chee Road,",18,0,Hong Kong Style,4,合興燒味,(9 Reviews),Below $50
"Shop 3C, G/F, Fuller Garden, 8 Chui Lok Street,",302,1,Japanese,8,Yaki 元燒,(10 Reviews),Below $50
"Shop 273-275, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road,",218,1,Japanese,15,Sweets House Cha Cha,(22 Reviews),Below $50
"Shop 7, G/F, Greenery Plaza, 3 Chui Yi Street,",144,0,Taiwan,3,Little Match Restaurant 小麻吉滷肉飯,(4 Reviews),Below $50
"Shop S061-S066, G/F, 12W, 12 Science Park W Ave, Science Park, Pak Shek Kok,",297,1,Guangdong,4,ClubONE on the PARK 會所1號 科學園,(8 Reviews),$101-200
"Shop 20, 1/F, Siu Kwan Mansion, 118 Old Main St Aberdeen,",16,0,Western,2,My Dear Cake Shop My Dear 烘焙工房,(2 Reviews),Below $50
"1/F-2/F, Onshine Commercial Building, 10 Tung Sing Road,",59,2,Hong Kong Style,4,Nam Kee Spring Roll Noodle Co. Ltd 南記粉麵,(9 Reviews),Below $50
"No3-4 Town Centre Wah Fu Estate,,",87,2,Hong Kong Style,3,Wah Fu Cafe 華富冰室,(15 Reviews),Below $50
"Shop 10, Cooked Food Centre, 2/F, Aberdeen Municipal Services Building, 203 Aberdeen Main Road,",38,0,Hong Kong Style,3,成記牛什粉麵,(4 Reviews),Below $50
"Aberdeen Wholesale Fish Market, 102 Shek Pai Wan Road, Aberdeen, HK,",889,5,Guangdong,8,Aberdeen Fish Market Yee Hope Seafood Restaurant 香港仔魚市場二合海鮮餐廳,(14 Reviews),$101-200
"Shop 15-16, G/F, ac3, Nam Ning Street,",55,4,Hong Kong Style,13,Café de Coral 大家樂,(24 Reviews),Below $50
"2/F, ac3, Nam Ning Street,",104,7,Guangdong,11,Hsin Kwong Restaurant 新光酒樓,(26 Reviews),$101-200
湖北街海波大樓地下,56,0,Hong Kong Style,3,同和粥麵,(9 Reviews),Below $50
"Shop 23-24, Port Centre, 38 Chengtu Road,",34,2,Hong Kong Style,14,Maxim's Cake Shop 美心西餅,(23 Reviews),Below $50
"1/F, Nam Long Shan Road Cooked Food Market, 1 Nam Long Shan Road,",193,1,Thai,5,Thung Tawan Thai Food  ทุ่งตะวัน 農民泰國菜,(9 Reviews),Below $50
"Shop 20, G/F, Noble Square, 3 Wah Kwai Road,",19,0,Hong Kong Style,1,Dumpling Hero 餃子達人,(3 Reviews),Below $50
"Shop B, G/F & 1/F, 190 Aberdeen Main Road,",34,0,Japanese,2,Sushi Express 爭鮮迴轉壽司,(5 Reviews),$51-100
東勝道15號地下,69,0,Chiu Chow,6,新昌發正宗潮州粉麵,(12 Reviews),Below $50
"Shop 1 & 28, G/F, ac2, Nam Ning Street,",131,1,Guangdong,4,Best Hotpot Restaurant 百味王火鍋酒家,(9 Reviews),$101-200
"Shop 1, 1/F, ac4, Nam Ning Street,",44,2,Hong Kong Style,5,殿糖級,(9 Reviews),Below $50
田灣街20號明愛張奧偉國際賓館1樓,47,1,Western,4,明愛張奧偉國際賓館餐廳,(7 Reviews),Below $50
"Shop 5, G/F, ac5, Nam Ning Street,",52,2,Hong Kong Style,5,Honeymoon Dessert 滿記甜品,(12 Reviews),Below $50
"Shop 2A, G/F, ac4, Nam Ning Street,",75,0,Taiwan,5,TenRen's Tea 天仁茗茶,(5 Reviews),Below $50
"Shop 4B, G/F, ac4, Nam Ning Street,",40,1,Western,14,Arome Bakery 東海堂,(27 Reviews),Below $50
"G/F., 12 Wu Pak Street,",188,10,Hong Kong Style,22,Chiu Yuen Chiu Chow Noodle 潮苑正宗潮洲粉麵,(54 Reviews),Below $50
"G/F, Gold Rich Building, No. 171 Aberdeen Main Road,",101,1,Hong Kong Style,10,Wing Hong Dessert 永康甜品店,(19 Reviews),Below $50
"G/F, 108-116 Old Main Street Aberdeen,",191,7,Hong Kong Style,29,Tsui Wah Restaurant 翠華餐廳,(58 Reviews),$51-100
"Shop F, 1/F, ac5, Nam Ning Street,",279,3,Guangdong,21,Paramount Banquet Hall 百樂門宴會廳,(40 Reviews),$101-200
"Shop 17-18, 6/F, Wah Fu (ii) Commercial Complex,",97,1,Hong Kong Style,8,麗絲快餐店,(10 Reviews),Below $50
"84 Shek Pai Wan Road,",122,0,Japanese,8,Wato Sushi 和斗刺身壽司外賣專門店,(9 Reviews),$51-100
"G/F, 196 Aberdeen Main Road,",112,1,Hong Kong Style,8,拱照車仔麵,(20 Reviews),Below $50
"Shop C, G/F, Albert House, 20 Chengtu Road,",66,0,Japanese,6,Uo-Show 魚尚,(10 Reviews),Below $50
"11/F, Parkview House, 120 Aberdeen Main Road,",145,0,Hong Kong Style,4,Mix n Match 覓廚,(9 Reviews),Below $50
"Room 401-402, 4/F, Fullagar Industrial Building, 234 Aberdeen Main Road,,",205,0,Hong Kong Style,5,FullGar Canteen 富嘉食堂,(7 Reviews),$101-200
"Podium, Level 3, L'hotel Island South, 55 Wong Chuk Hang Road,",109,0,Western,3,LIS Bar,(6 Reviews),$101-200
"Shop 12, G/F, Noble Square, 3 Wah Kwai Road,",14,0,Hong Kong Style,2,Bao Dim Tat Yan 包點達人,(2 Reviews),Below $50
"Shop 7A, G/F, Siu Kwan Mansion, 118-120 Old Main Street,",13,0,Hong Kong Style,2,快樂茶檔,(2 Reviews),Below $50
"Shop 3, 1/F, Albert House, 20-28 Cheng Tu Road,",10,0,Hong Kong Style,2,MX,(3 Reviews),Below $50
"Shop C, 31 Tung Sing Road,,",76,4,Hong Kong Style,8,拱照車仔麵,(23 Reviews),Below $50
"G/F, 56 Old Main Street Aberdeen,",152,2,Sichuan,4,Wah Kee Restaurant 華記小廚,(11 Reviews),$51-100
"G/F,  22 Wu Pak Street,",71,2,Hong Kong Style,1,Soup Plus 湯加,(10 Reviews),Below $50
"Shop 33, G/F, Abba Commercial Building, 223 Aberdeen Main Road,",45,0,Hong Kong Style,1,Dai Kee 大記糕點,(2 Reviews),Below $50
"G/F, 181 Aberdeen Main Road,",44,0,Hong Kong Style,1,樂粥本,(4 Reviews),Below $50
"Shop D,G/F,South View Garden,80 Shek Pai Wan road, Aberdeen,",97,0,Guangdong,1,Hei Hei seafood restaurant 喜起海鮮小炒,(5 Reviews),$101-200
"Shop C&E, G/F & 1/F, Veng Hing Mansion, 152-156 Aberdeen Main Road,",93,0,Guangdong,1,海東軒,(2 Reviews),$101-200
"Shop 1, G/F, Abba Shopping Mall, 227 Aberdeen Main Road,",18,0,Indian,2,Sarangi Nepali and Indian Restaurant,(2 Reviews),$51-100
新界上水新康街 72 號地下,2,0,Hong Kong Style,7,Aji Ichiban 優之良品,(12 Reviews),Below $50
"707-708 Wah Kwong House, Wah Fu Estate,",294,5,Hong Kong Style,18,Silver Cafe 銀都冰室,(41 Reviews),Below $50
華富邨商場36號舖,42,1,Hong Kong Style,4,華聯,(9 Reviews),Below $50
"Shop 4B, G/F, ac5, Nam Ning Street,",49,1,Japanese,8,Yoshinoya 吉野家,(14 Reviews),$51-100
"Shop CF3, Cooked Food Centre, 2/F, Aberdeen Municipal Services Building, 203 Aberdeen Main Road,",78,0,Guangdong,3,Ying Kee 英記勝哥,(5 Reviews),Below $50
"Shop 431A, 4/F, Landmark North, Lung Sum Avenue,",2,4,Hong Kong Style,47,Imperial Bird's Nest 官燕棧,(58 Reviews),Below $50
"Shop 223, 2/F, Landmark North, 39 Lung Sum Avenue,",4,0,Western,5,Watson's Wine 屈臣氏酒窖,(9 Reviews),$201-400
"Shop G3B,Choi Yuen Plaza,Sheung Shui,NT,",14,9,Hong Kong Style,35,Wing Wah 榮華餅家,(55 Reviews),Below $50
"Restaurant on Levels 1 and 2, Podium of Lung Fung Garden, 33, Lung Sum Avenue,",23,0,Hong Kong Style,6,Tai Cheong Bakery 泰昌餅家,(15 Reviews),Below $50
"G/F, 63 Tai Mei Tuk Village, Ting Kok Road,",169,0,Western,4,Beach cafe 沙灘咖啡廳,(7 Reviews),$101-200
"Inside the Kadoorie Farm, Lam Kam Road, Lam Tsuen,",471,0,Village Food,7,Kadoorie Farm and Botanic Garden Sun Garden Cafe 嘉道理農場素食亭,(16 Reviews),Below $50
"Shop 3, G/F, Fuk Cheong Building, 14-16 Kwong Fuk Lane,",52,3,Hong Kong Style,7,Red Cherry Bakery 紅車厘麵包西餅,(14 Reviews),Below $50
"Shop 003. 1/F, Uptown Plaza, 9 Nam Wan Road,",460,8,Beijing,16,House of Beijing 北京人家,(33 Reviews),$101-200
"Shop SM04, 1/F, Tai Po Market Complex, 8 Heung Sze Wui Street,",542,0,Hong Kong Style,3,強記鳳爪,(3 Reviews),Below $50
"Shop C, G/F, Wai On Building, 2 Wai Yan Street,",703,1,Guangdong,2,吳師府,(6 Reviews),Below $50
"Shop G542-548, Tai Po Mega Mall Zone C, No.9 On Pong Road,",133,19,Hong Kong Style,17,Red Dragonfly 紅蜻蜓,(58 Reviews),$51-100
"G/F, 91 Sam Mun Chai,",64,0,Hong Kong Style,5,新發士多麵檔,(5 Reviews),Below $50
"Shop 598-599, G/F, Tai Po Mega Mall Zone C, 9 On Pong Road,",48,1,American,3,Starbucks Coffee 星巴克咖啡,(8 Reviews),Below $50
"1/F, 9 Kwong Fuk Road,",179,0,Guangdong,4,Yin Taste 燕味館,(9 Reviews),$201-400
"CFS18, 2/F, Tai Po Market Complex, Heung Sze Wui Street,",387,4,Hong Kong Style,15,發記粥麵,(29 Reviews),Below $50
"No P204, Kwong Fuk Commercial Centre, 28 Plover Cove Road,",16,0,Hong Kong Style,3,容記小食,(6 Reviews),Below $50
"G/F, 3 Wai yan Street, Tai Po Hui,",199,6,Sichuan,9,川妹子餃子,(18 Reviews),Below $50
"Lam Tsuen Wishing Trees,",128,3,Hakka,8,Wish House Hakka Chinese Restaurant 許願樓客家菜館,(14 Reviews),Below $50
"Shop B1, G/F, Mee Wah Building, 12-18 Wan Tau Street,",151,0,Japanese,3,Amatsuki 天月居,(7 Reviews),$51-100
"Shop A, G/F, 80 Shek Pai Wan Road,",64,2,Hong Kong Style,3,好運點心專門店,(6 Reviews),$51-100
"Pao Yue Kong Swimming Pool, 2 Shum Wan Road, Wong Chuk Hang,",12,0,Guangdong,1,寶寶餐廳小廚,(2 Reviews),$51-100
惠福道4號D座3樓,71,0,Western,3,ibakery 愛烘焙麵包工房,(3 Reviews),Below $50
"Shop 110-112, 1/F, Port Centre Shopping Arcade, 38 Chengtu Road,",100,2,Japanese,2,Yummy Delight 甘味讚岐手打烏冬,(12 Reviews),$51-100
"Shop 1, Shek Pai Wan Shopping Centre,",16,0,Hong Kong Style,3,Café de Coral 大家樂,(5 Reviews),Below $50
"G/F, 136 Aberdeen Main Rd,",33,1,Hong Kong Style,2,永發車仔麵茶餐廳,(4 Reviews),Below $50
"G/F, The Aberdeen Marina Club, 8 Shum Wan Road,",33,0,International,1,The Deck,(1 Reviews),$401-800
"Shop 3, G/F, Site 5, Aberdeen Centre Shopping Arcade,",98,2,Yunnan,1,TamJai SamGor Mixian 譚仔三哥米線,(8 Reviews),Below $50
